event,week,queries,main_topic
artem_ishakov,01.01.2018,7,SC
artem_ishakov,08.01.2018,7,SC
artem_ishakov,15.01.2018,0,SC
artem_ishakov,22.01.2018,237301,SC
artem_ishakov,29.01.2018,67142,SC
artem_ishakov,05.02.2018,25627,SC
artem_ishakov,12.02.2018,13002,SC
artem_ishakov,19.02.2018,7895,SC
artem_ishakov,26.02.2018,6756,SC
artem_ishakov,05.03.2018,5051,SC
artem_ishakov,12.03.2018,6039,SC
artem_ishakov,19.03.2018,4147,SC
artem_ishakov,26.03.2018,3308,SC
artem_ishakov,02.04.2018,2672,SC
artem_ishakov,09.04.2018,2242,SC
artem_ishakov,16.04.2018,2537,SC
artem_ishakov,23.04.2018,2105,SC
artem_ishakov,30.04.2018,1957,SC
artem_ishakov,07.05.2018,1849,SC
artem_ishakov,14.05.2018,2297,SC
artem_ishakov,21.05.2018,1980,SC
artem_ishakov,28.05.2018,1560,SC
artem_ishakov,04.06.2018,1671,SC
artem_ishakov,11.06.2018,1420,SC
artem_ishakov,18.06.2018,1314,SC
artem_ishakov,25.06.2018,1259,SC
ludmila_senchina,01.01.2018,7055,D
ludmila_senchina,08.01.2018,15748,D
ludmila_senchina,15.01.2018,5291,D
ludmila_senchina,22.01.2018,1388335,D
ludmila_senchina,29.01.2018,152695,D
ludmila_senchina,05.02.2018,34332,D
ludmila_senchina,12.02.2018,16678,D
ludmila_senchina,19.02.2018,15628,D
ludmila_senchina,26.02.2018,11852,D
ludmila_senchina,05.03.2018,12134,D
ludmila_senchina,12.03.2018,9971,D
ludmila_senchina,19.03.2018,7903,D
ludmila_senchina,26.03.2018,8624,D
ludmila_senchina,02.04.2018,11876,D
ludmila_senchina,09.04.2018,9754,D
ludmila_senchina,16.04.2018,15017,D
ludmila_senchina,23.04.2018,6625,D
ludmila_senchina,30.04.2018,13250,D
ludmila_senchina,07.05.2018,7063,D
ludmila_senchina,14.05.2018,11347,D
ludmila_senchina,21.05.2018,5363,D
ludmila_senchina,28.05.2018,4851,D
ludmila_senchina,04.06.2018,6460,D
ludmila_senchina,11.06.2018,4905,D
ludmila_senchina,18.06.2018,4979,D
ludmila_senchina,25.06.2018,4905,D
shurigina_vishel,01.01.2018,77520,SC
shurigina_vishel,08.01.2018,466929,SC
shurigina_vishel,15.01.2018,1516143,SC
shurigina_vishel,22.01.2018,316989,SC
shurigina_vishel,29.01.2018,195846,SC
shurigina_vishel,05.02.2018,133229,SC
shurigina_vishel,12.02.2018,82626,SC
shurigina_vishel,19.02.2018,68399,SC
shurigina_vishel,26.02.2018,69693,SC
shurigina_vishel,05.03.2018,54772,SC
shurigina_vishel,12.03.2018,45486,SC
shurigina_vishel,19.03.2018,43518,SC
shurigina_vishel,26.03.2018,42022,SC
shurigina_vishel,02.04.2018,38023,SC
shurigina_vishel,09.04.2018,48666,SC
shurigina_vishel,16.04.2018,45918,SC
shurigina_vishel,23.04.2018,69717,SC
shurigina_vishel,30.04.2018,41503,SC
shurigina_vishel,07.05.2018,34003,SC
shurigina_vishel,14.05.2018,37755,SC
shurigina_vishel,21.05.2018,43008,SC
shurigina_vishel,28.05.2018,107670,SC
shurigina_vishel,04.06.2018,105548,SC
shurigina_vishel,11.06.2018,49320,SC
shurigina_vishel,18.06.2018,37842,SC
shurigina_vishel,25.06.2018,36042,SC
mikhail_derzhavin,01.01.2018,6234,D
mikhail_derzhavin,08.01.2018,881815,D
mikhail_derzhavin,15.01.2018,172443,D
mikhail_derzhavin,22.01.2018,21225,D
mikhail_derzhavin,29.01.2018,13737,D
mikhail_derzhavin,05.02.2018,19110,D
mikhail_derzhavin,12.02.2018,5225,D
mikhail_derzhavin,19.02.2018,4859,D
mikhail_derzhavin,26.02.2018,4668,D
mikhail_derzhavin,05.03.2018,37680,D
mikhail_derzhavin,12.03.2018,10486,D
mikhail_derzhavin,19.03.2018,3916,D
mikhail_derzhavin,26.03.2018,4063,D
mikhail_derzhavin,02.04.2018,3439,D
mikhail_derzhavin,09.04.2018,2324,D
mikhail_derzhavin,16.04.2018,2323,D
mikhail_derzhavin,23.04.2018,3312,D
mikhail_derzhavin,30.04.2018,2584,D
mikhail_derzhavin,07.05.2018,1759,D
mikhail_derzhavin,14.05.2018,2032,D
mikhail_derzhavin,21.05.2018,1645,D
mikhail_derzhavin,28.05.2018,2028,D
mikhail_derzhavin,04.06.2018,1680,D
mikhail_derzhavin,11.06.2018,2858,D
mikhail_derzhavin,18.06.2018,1911,D
mikhail_derzhavin,25.06.2018,2136,D
an_148,01.01.2018,1366,DIS
an_149,08.01.2018,1925,DIS
an_150,15.01.2018,2072,DIS
an_151,22.01.2018,2117,DIS
an_152,29.01.2018,2337,DIS
an_153,05.02.2018,501508,DIS
an_154,12.02.2018,1321362,DIS
an_155,19.02.2018,166539,DIS
an_156,26.02.2018,56150,DIS
an_157,05.03.2018,100621,DIS
an_158,12.03.2018,22085,DIS
an_159,19.03.2018,18164,DIS
an_160,26.03.2018,16500,DIS
an_161,02.04.2018,11260,DIS
an_162,09.04.2018,27387,DIS
an_163,16.04.2018,6733,DIS
an_164,23.04.2018,5410,DIS
an_165,30.04.2018,3867,DIS
an_166,07.05.2018,3584,DIS
an_167,14.05.2018,4766,DIS
an_168,21.05.2018,3961,DIS
an_169,28.05.2018,5086,DIS
an_170,04.06.2018,4055,DIS
an_171,11.06.2018,2672,DIS
an_172,18.06.2018,3096,DIS
an_173,25.06.2018,7471,DIS
nastya_ribka,01.01.2018,1895,SC
nastya_ribka,08.01.2018,1309,SC
nastya_ribka,15.01.2018,6408,SC
nastya_ribka,22.01.2018,2382,SC
nastya_ribka,29.01.2018,1193,SC
nastya_ribka,05.02.2018,454629,SC
nastya_ribka,12.02.2018,417922,SC
nastya_ribka,19.02.2018,235237,SC
nastya_ribka,26.02.2018,594743,SC
nastya_ribka,05.03.2018,232917,SC
nastya_ribka,12.03.2018,107859,SC
nastya_ribka,19.03.2018,63560,SC
nastya_ribka,26.03.2018,41527,SC
nastya_ribka,02.04.2018,83739,SC
nastya_ribka,09.04.2018,78258,SC
nastya_ribka,16.04.2018,45149,SC
nastya_ribka,23.04.2018,30865,SC
nastya_ribka,30.04.2018,25649,SC
nastya_ribka,07.05.2018,21587,SC
nastya_ribka,14.05.2018,20964,SC
nastya_ribka,21.05.2018,19624,SC
nastya_ribka,28.05.2018,19023,SC
nastya_ribka,04.06.2018,16027,SC
nastya_ribka,11.06.2018,15188,SC
nastya_ribka,18.06.2018,20824,SC
nastya_ribka,25.06.2018,17475,SC
olympics_2018,01.01.2018,410694,S
olympics_2018,08.01.2018,681958,S
olympics_2018,15.01.2018,876179,S
olympics_2018,22.01.2018,1350488,S
olympics_2018,29.01.2018,1405101,S
olympics_2018,05.02.2018,9185751,S
olympics_2018,12.02.2018,29488726,S
olympics_2018,19.02.2018,43650912,S
olympics_2018,26.02.2018,4405720,S
olympics_2018,05.03.2018,951934,S
olympics_2018,12.03.2018,970588,S
olympics_2018,19.03.2018,735607,S
olympics_2018,26.03.2018,603313,S
olympics_2018,02.04.2018,546791,S
olympics_2018,09.04.2018,488647,S
olympics_2018,16.04.2018,429163,S
olympics_2018,23.04.2018,414233,S
olympics_2018,30.04.2018,308801,S
olympics_2018,07.05.2018,332879,S
olympics_2018,14.05.2018,371904,S
olympics_2018,21.05.2018,264016,S
olympics_2018,28.05.2018,220892,S
olympics_2018,04.06.2018,205804,S
olympics_2018,11.06.2018,223596,S
olympics_2018,18.06.2018,203964,S
olympics_2018,25.06.2018,217387,S
mask_raketa,01.01.2018,1582,T
mask_raketa,08.01.2018,1937,T
mask_raketa,15.01.2018,2305,T
mask_raketa,22.01.2018,2520,T
mask_raketa,29.01.2018,1868,T
mask_raketa,05.02.2018,112970,T
mask_raketa,12.02.2018,13559,T
mask_raketa,19.02.2018,4338,T
mask_raketa,26.02.2018,2502,T
mask_raketa,05.03.2018,2252,T
mask_raketa,12.03.2018,1858,T
mask_raketa,19.03.2018,1264,T
mask_raketa,26.03.2018,1147,T
mask_raketa,02.04.2018,984,T
mask_raketa,09.04.2018,1087,T
mask_raketa,16.04.2018,833,T
mask_raketa,23.04.2018,611,T
mask_raketa,30.04.2018,465,T
mask_raketa,07.05.2018,577,T
mask_raketa,14.05.2018,672,T
mask_raketa,21.05.2018,567,T
mask_raketa,28.05.2018,458,T
mask_raketa,04.06.2018,368,T
mask_raketa,11.06.2018,329,T
mask_raketa,18.06.2018,444,T
mask_raketa,25.06.2018,372,T
dagestan_strelba,01.01.2018,31,DIS
dagestan_strelba,08.01.2018,18,DIS
dagestan_strelba,15.01.2018,29,DIS
dagestan_strelba,22.01.2018,34,DIS
dagestan_strelba,29.01.2018,19,DIS
dagestan_strelba,05.02.2018,36,DIS
dagestan_strelba,12.02.2018,1015,DIS
dagestan_strelba,19.02.2018,2200,DIS
dagestan_strelba,26.02.2018,117,DIS
dagestan_strelba,05.03.2018,94,DIS
dagestan_strelba,12.03.2018,75,DIS
dagestan_strelba,19.03.2018,27,DIS
dagestan_strelba,26.03.2018,39,DIS
dagestan_strelba,02.04.2018,50,DIS
dagestan_strelba,09.04.2018,64,DIS
dagestan_strelba,16.04.2018,110,DIS
dagestan_strelba,23.04.2018,80,DIS
dagestan_strelba,30.04.2018,33,DIS
dagestan_strelba,07.05.2018,27,DIS
dagestan_strelba,14.05.2018,33,DIS
dagestan_strelba,21.05.2018,18,DIS
dagestan_strelba,28.05.2018,22,DIS
dagestan_strelba,04.06.2018,24,DIS
dagestan_strelba,11.06.2018,30,DIS
dagestan_strelba,18.06.2018,44,DIS
dagestan_strelba,25.06.2018,82,DIS
udar_po_chvk_wagner,01.01.2018,4796,W
udar_po_chvk_wagner,08.01.2018,6777,W
udar_po_chvk_wagner,15.01.2018,5886,W
udar_po_chvk_wagner,22.01.2018,4679,W
udar_po_chvk_wagner,29.01.2018,4071,W
udar_po_chvk_wagner,05.02.2018,38558,W
udar_po_chvk_wagner,12.02.2018,303708,W
udar_po_chvk_wagner,19.02.2018,70328,W
udar_po_chvk_wagner,26.02.2018,39514,W
udar_po_chvk_wagner,05.03.2018,24242,W
udar_po_chvk_wagner,12.03.2018,17351,W
udar_po_chvk_wagner,19.03.2018,12978,W
udar_po_chvk_wagner,26.03.2018,9678,W
udar_po_chvk_wagner,02.04.2018,8515,W
udar_po_chvk_wagner,09.04.2018,12298,W
udar_po_chvk_wagner,16.04.2018,16714,W
udar_po_chvk_wagner,23.04.2018,7380,W
udar_po_chvk_wagner,30.04.2018,5658,W
udar_po_chvk_wagner,07.05.2018,4986,W
udar_po_chvk_wagner,14.05.2018,5138,W
udar_po_chvk_wagner,21.05.2018,6668,W
udar_po_chvk_wagner,28.05.2018,9523,W
udar_po_chvk_wagner,04.06.2018,6285,W
udar_po_chvk_wagner,11.06.2018,4006,W
udar_po_chvk_wagner,18.06.2018,3805,W
udar_po_chvk_wagner,25.06.2018,4644,W
russia_germany_olympic,01.01.2018,14502,S
russia_germany_olympic,08.01.2018,18309,S
russia_germany_olympic,15.01.2018,19036,S
russia_germany_olympic,22.01.2018,19670,S
russia_germany_olympic,29.01.2018,25678,S
russia_germany_olympic,05.02.2018,18593,S
russia_germany_olympic,12.02.2018,19772,S
russia_germany_olympic,19.02.2018,3595262,S
russia_germany_olympic,26.02.2018,590847,S
russia_germany_olympic,05.03.2018,87782,S
russia_germany_olympic,12.03.2018,53786,S
russia_germany_olympic,19.03.2018,43849,S
russia_germany_olympic,26.03.2018,42780,S
russia_germany_olympic,02.04.2018,81742,S
russia_germany_olympic,09.04.2018,32960,S
russia_germany_olympic,16.04.2018,28290,S
russia_germany_olympic,23.04.2018,28722,S
russia_germany_olympic,30.04.2018,33278,S
russia_germany_olympic,07.05.2018,40326,S
russia_germany_olympic,14.05.2018,31924,S
russia_germany_olympic,21.05.2018,26400,S
russia_germany_olympic,28.05.2018,20726,S
russia_germany_olympic,04.06.2018,21017,S
russia_germany_olympic,11.06.2018,38965,S
russia_germany_olympic,18.06.2018,37234,S
russia_germany_olympic,25.06.2018,32936,S
krovavaya_barina,01.01.2018,2249,C
krovavaya_barina,08.01.2018,5341,C
krovavaya_barina,15.01.2018,6794,C
krovavaya_barina,22.01.2018,8197,C
krovavaya_barina,29.01.2018,7663,C
krovavaya_barina,05.02.2018,6333,C
krovavaya_barina,12.02.2018,55853,C
krovavaya_barina,19.02.2018,758228,C
krovavaya_barina,26.02.2018,941810,C
krovavaya_barina,05.03.2018,210464,C
krovavaya_barina,12.03.2018,98807,C
krovavaya_barina,19.03.2018,56433,C
krovavaya_barina,26.03.2018,34946,C
krovavaya_barina,02.04.2018,23591,C
krovavaya_barina,09.04.2018,18948,C
krovavaya_barina,16.04.2018,15108,C
krovavaya_barina,23.04.2018,12835,C
krovavaya_barina,30.04.2018,9248,C
krovavaya_barina,07.05.2018,6892,C
krovavaya_barina,14.05.2018,5947,C
krovavaya_barina,21.05.2018,6032,C
krovavaya_barina,28.05.2018,6311,C
krovavaya_barina,04.06.2018,6232,C
krovavaya_barina,11.06.2018,6968,C
krovavaya_barina,18.06.2018,6210,C
krovavaya_barina,25.06.2018,5790,C
krushelnitsky_doping,01.01.2018,0,SC
krushelnitsky_doping,08.01.2018,0,SC
krushelnitsky_doping,15.01.2018,0,SC
krushelnitsky_doping,22.01.2018,0,SC
krushelnitsky_doping,29.01.2018,0,SC
krushelnitsky_doping,05.02.2018,0,SC
krushelnitsky_doping,12.02.2018,4922,SC
krushelnitsky_doping,19.02.2018,35566,SC
krushelnitsky_doping,26.02.2018,8066,SC
krushelnitsky_doping,05.03.2018,2075,SC
krushelnitsky_doping,12.03.2018,1677,SC
krushelnitsky_doping,19.03.2018,817,SC
krushelnitsky_doping,26.03.2018,1391,SC
krushelnitsky_doping,02.04.2018,1159,SC
krushelnitsky_doping,09.04.2018,341,SC
krushelnitsky_doping,16.04.2018,203,SC
krushelnitsky_doping,23.04.2018,265,SC
krushelnitsky_doping,30.04.2018,158,SC
krushelnitsky_doping,07.05.2018,167,SC
krushelnitsky_doping,14.05.2018,110,SC
krushelnitsky_doping,21.05.2018,104,SC
krushelnitsky_doping,28.05.2018,78,SC
krushelnitsky_doping,04.06.2018,65,SC
krushelnitsky_doping,11.06.2018,53,SC
krushelnitsky_doping,18.06.2018,90,SC
krushelnitsky_doping,25.06.2018,68,SC
stepheN-hoking,01.01.2018,22719,D
stepheN-hoking,08.01.2018,36442,D
stepheN-hoking,15.01.2018,23522,D
stepheN-hoking,22.01.2018,26783,D
stepheN-hoking,29.01.2018,24980,D
stepheN-hoking,05.02.2018,25104,D
stepheN-hoking,12.02.2018,21097,D
stepheN-hoking,19.02.2018,23708,D
stepheN-hoking,26.02.2018,24275,D
stepheN-hoking,05.03.2018,26047,D
stepheN-hoking,12.03.2018,1258361,D
stepheN-hoking,19.03.2018,197795,D
stepheN-hoking,26.03.2018,108694,D
stepheN-hoking,02.04.2018,64416,D
stepheN-hoking,09.04.2018,48395,D
stepheN-hoking,16.04.2018,45963,D
stepheN-hoking,23.04.2018,42960,D
stepheN-hoking,30.04.2018,41570,D
stepheN-hoking,07.05.2018,43385,D
stepheN-hoking,14.05.2018,36892,D
stepheN-hoking,21.05.2018,37628,D
stepheN-hoking,28.05.2018,34462,D
stepheN-hoking,04.06.2018,29368,D
stepheN-hoking,11.06.2018,38913,D
stepheN-hoking,18.06.2018,24134,D
stepheN-hoking,25.06.2018,21244,D
skripal_otravlenie,01.01.2018,0,SC
skripal_otravlenie,08.01.2018,0,SC
skripal_otravlenie,15.01.2018,0,SC
skripal_otravlenie,22.01.2018,0,SC
skripal_otravlenie,29.01.2018,0,SC
skripal_otravlenie,05.02.2018,0,SC
skripal_otravlenie,12.02.2018,0,SC
skripal_otravlenie,19.02.2018,0,SC
skripal_otravlenie,26.02.2018,0,SC
skripal_otravlenie,05.03.2018,7791,SC
skripal_otravlenie,12.03.2018,56956,SC
skripal_otravlenie,19.03.2018,29748,SC
skripal_otravlenie,26.03.2018,24902,SC
skripal_otravlenie,02.04.2018,15079,SC
skripal_otravlenie,09.04.2018,7655,SC
skripal_otravlenie,16.04.2018,3261,SC
skripal_otravlenie,23.04.2018,1722,SC
skripal_otravlenie,30.04.2018,1022,SC
skripal_otravlenie,07.05.2018,711,SC
skripal_otravlenie,14.05.2018,889,SC
skripal_otravlenie,21.05.2018,1397,SC
skripal_otravlenie,28.05.2018,1022,SC
skripal_otravlenie,04.06.2018,497,SC
skripal_otravlenie,11.06.2018,364,SC
skripal_otravlenie,18.06.2018,373,SC
skripal_otravlenie,25.06.2018,417,SC
zimnaya_vishnya,01.01.2018,29796,DIS
zimnaya_vishnya,08.01.2018,16469,DIS
zimnaya_vishnya,15.01.2018,13691,DIS
zimnaya_vishnya,22.01.2018,13155,DIS
zimnaya_vishnya,29.01.2018,27690,DIS
zimnaya_vishnya,05.02.2018,32452,DIS
zimnaya_vishnya,12.02.2018,17208,DIS
zimnaya_vishnya,19.02.2018,16090,DIS
zimnaya_vishnya,26.02.2018,14467,DIS
zimnaya_vishnya,05.03.2018,16484,DIS
zimnaya_vishnya,12.03.2018,12622,DIS
zimnaya_vishnya,19.03.2018,205409,DIS
zimnaya_vishnya,26.03.2018,3753565,DIS
zimnaya_vishnya,02.04.2018,323692,DIS
zimnaya_vishnya,09.04.2018,134685,DIS
zimnaya_vishnya,16.04.2018,128138,DIS
zimnaya_vishnya,23.04.2018,91881,DIS
zimnaya_vishnya,30.04.2018,66265,DIS
zimnaya_vishnya,07.05.2018,42841,DIS
zimnaya_vishnya,14.05.2018,55494,DIS
zimnaya_vishnya,21.05.2018,63726,DIS
zimnaya_vishnya,28.05.2018,38255,DIS
zimnaya_vishnya,04.06.2018,32327,DIS
zimnaya_vishnya,11.06.2018,26858,DIS
zimnaya_vishnya,18.06.2018,24612,DIS
zimnaya_vishnya,25.06.2018,24708,DIS
vibori_2018,01.01.2018,34344,P
vibori_2018,08.01.2018,73032,P
vibori_2018,15.01.2018,82415,P
vibori_2018,22.01.2018,74309,P
vibori_2018,29.01.2018,87187,P
vibori_2018,05.02.2018,103096,P
vibori_2018,12.02.2018,115763,P
vibori_2018,19.02.2018,128060,P
vibori_2018,26.02.2018,171963,P
vibori_2018,05.03.2018,168375,P
vibori_2018,12.03.2018,1114587,P
vibori_2018,19.03.2018,1074785,P
vibori_2018,26.03.2018,43641,P
vibori_2018,02.04.2018,18665,P
vibori_2018,09.04.2018,15257,P
vibori_2018,16.04.2018,9287,P
vibori_2018,23.04.2018,8460,P
vibori_2018,30.04.2018,6493,P
vibori_2018,07.05.2018,8577,P
vibori_2018,14.05.2018,7624,P
vibori_2018,21.05.2018,6869,P
vibori_2018,28.05.2018,6190,P
vibori_2018,04.06.2018,5727,P
vibori_2018,11.06.2018,4747,P
vibori_2018,18.06.2018,5921,P
vibori_2018,25.06.2018,4753,P
vibori_2018,02.07.2018,4250,P
vibori_2018,09.07.2018,3427,P
vibori_2018,16.07.2018,3324,P
vibori_2018,23.07.2018,3447,P
vibori_2018,30.07.2018,4080,P
vibori_2018,06.08.2018,4516,P
vibori_2018,13.08.2018,3845,P
vibori_2018,20.08.2018,4717,P
vibori_2018,27.08.2018,6296,P
vibori_2018,03.09.2018,10279,P
vibori_2018,10.09.2018,8719,P
vibori_2018,17.09.2018,6266,P
vibori_2018,24.09.2018,5736,P
vibori_2018,01.10.2018,5282,P
vibori_2018,08.10.2018,5138,P
vibori_2018,15.10.2018,5048,P
vibori_2018,22.10.2018,6886,P
vibori_2018,29.10.2018,8401,P
navalny_vibori,01.01.2018,4322,P
navalny_vibori,08.01.2018,5873,P
navalny_vibori,15.01.2018,4580,P
navalny_vibori,22.01.2018,4197,P
navalny_vibori,29.01.2018,3340,P
navalny_vibori,05.02.2018,2659,P
navalny_vibori,12.02.2018,2488,P
navalny_vibori,19.02.2018,2509,P
navalny_vibori,26.02.2018,3245,P
navalny_vibori,05.03.2018,3823,P
navalny_vibori,12.03.2018,13879,P
navalny_vibori,19.03.2018,16538,P
navalny_vibori,26.03.2018,1958,P
navalny_vibori,02.04.2018,950,P
navalny_vibori,09.04.2018,642,P
navalny_vibori,16.04.2018,425,P
navalny_vibori,23.04.2018,367,P
navalny_vibori,30.04.2018,604,P
navalny_vibori,07.05.2018,464,P
navalny_vibori,14.05.2018,298,P
navalny_vibori,21.05.2018,257,P
navalny_vibori,28.05.2018,269,P
navalny_vibori,04.06.2018,278,P
navalny_vibori,11.06.2018,279,P
navalny_vibori,18.06.2018,269,P
navalny_vibori,25.06.2018,274,P
navalny_vibori,02.07.2018,273,P
navalny_vibori,09.07.2018,164,P
navalny_vibori,16.07.2018,220,P
navalny_vibori,23.07.2018,227,P
navalny_vibori,30.07.2018,230,P
navalny_vibori,06.08.2018,276,P
navalny_vibori,13.08.2018,262,P
navalny_vibori,20.08.2018,268,P
navalny_vibori,27.08.2018,479,P
navalny_vibori,03.09.2018,1100,P
navalny_vibori,10.09.2018,1098,P
navalny_vibori,17.09.2018,557,P
navalny_vibori,24.09.2018,347,P
navalny_vibori,01.10.2018,194,P
navalny_vibori,08.10.2018,168,P
navalny_vibori,15.10.2018,238,P
navalny_vibori,22.10.2018,242,P
navalny_vibori,29.10.2018,255,P
far_cry_5,01.01.2018,15187,T
far_cry_5,08.01.2018,13158,T
far_cry_5,15.01.2018,14961,T
far_cry_5,22.01.2018,19138,T
far_cry_5,29.01.2018,19913,T
far_cry_5,05.02.2018,22292,T
far_cry_5,12.02.2018,17966,T
far_cry_5,19.02.2018,21297,T
far_cry_5,26.02.2018,34530,T
far_cry_5,05.03.2018,36942,T
far_cry_5,12.03.2018,32943,T
far_cry_5,19.03.2018,122039,T
far_cry_5,26.03.2018,564183,T
far_cry_5,02.04.2018,290612,T
far_cry_5,09.04.2018,192155,T
far_cry_5,16.04.2018,337281,T
far_cry_5,23.04.2018,179707,T
far_cry_5,30.04.2018,141305,T
far_cry_5,07.05.2018,92749,T
far_cry_5,14.05.2018,72444,T
far_cry_5,21.05.2018,66800,T
far_cry_5,28.05.2018,65314,T
far_cry_5,04.06.2018,72392,T
far_cry_5,11.06.2018,62719,T
far_cry_5,18.06.2018,52407,T
far_cry_5,25.06.2018,46130,T
far_cry_5,02.07.2018,45572,T
far_cry_5,09.07.2018,46917,T
far_cry_5,16.07.2018,62366,T
far_cry_5,23.07.2018,56112,T
far_cry_5,30.07.2018,53438,T
far_cry_5,06.08.2018,58018,T
far_cry_5,13.08.2018,51294,T
far_cry_5,20.08.2018,42254,T
far_cry_5,27.08.2018,48905,T
far_cry_5,03.09.2018,39019,T
far_cry_5,10.09.2018,38046,T
far_cry_5,17.09.2018,43144,T
far_cry_5,24.09.2018,47227,T
far_cry_5,01.10.2018,46051,T
far_cry_5,08.10.2018,44438,T
far_cry_5,15.10.2018,44505,T
far_cry_5,22.10.2018,43044,T
far_cry_5,29.10.2018,47556,T
nurmagomedov_yakvinta,01.01.2018,0,S
nurmagomedov_yakvinta,08.01.2018,0,S
nurmagomedov_yakvinta,15.01.2018,0,S
nurmagomedov_yakvinta,22.01.2018,0,S
nurmagomedov_yakvinta,29.01.2018,0,S
nurmagomedov_yakvinta,05.02.2018,0,S
nurmagomedov_yakvinta,12.02.2018,0,S
nurmagomedov_yakvinta,19.02.2018,0,S
nurmagomedov_yakvinta,26.02.2018,0,S
nurmagomedov_yakvinta,05.03.2018,0,S
nurmagomedov_yakvinta,12.03.2018,0,S
nurmagomedov_yakvinta,19.03.2018,0,S
nurmagomedov_yakvinta,26.03.2018,0,S
nurmagomedov_yakvinta,02.04.2018,160543,S
nurmagomedov_yakvinta,09.04.2018,51582,S
nurmagomedov_yakvinta,16.04.2018,3895,S
nurmagomedov_yakvinta,23.04.2018,2094,S
nurmagomedov_yakvinta,30.04.2018,1854,S
nurmagomedov_yakvinta,07.05.2018,1049,S
nurmagomedov_yakvinta,14.05.2018,823,S
nurmagomedov_yakvinta,21.05.2018,636,S
nurmagomedov_yakvinta,28.05.2018,628,S
nurmagomedov_yakvinta,04.06.2018,601,S
nurmagomedov_yakvinta,11.06.2018,559,S
nurmagomedov_yakvinta,18.06.2018,418,S
nurmagomedov_yakvinta,25.06.2018,409,S
nurmagomedov_yakvinta,02.07.2018,320,S
nurmagomedov_yakvinta,09.07.2018,523,S
nurmagomedov_yakvinta,16.07.2018,361,S
nurmagomedov_yakvinta,23.07.2018,563,S
nurmagomedov_yakvinta,30.07.2018,740,S
nurmagomedov_yakvinta,06.08.2018,780,S
nurmagomedov_yakvinta,13.08.2018,774,S
nurmagomedov_yakvinta,20.08.2018,586,S
nurmagomedov_yakvinta,27.08.2018,613,S
nurmagomedov_yakvinta,03.09.2018,582,S
nurmagomedov_yakvinta,10.09.2018,992,S
nurmagomedov_yakvinta,17.09.2018,1173,S
nurmagomedov_yakvinta,24.09.2018,1185,S
nurmagomedov_yakvinta,01.10.2018,4171,S
nurmagomedov_yakvinta,08.10.2018,2083,S
nurmagomedov_yakvinta,15.10.2018,530,S
nurmagomedov_yakvinta,22.10.2018,250,S
nurmagomedov_yakvinta,29.10.2018,285,S
syria_udari,01.01.2018,765,W
syria_udari,08.01.2018,1893,W
syria_udari,15.01.2018,486,W
syria_udari,22.01.2018,399,W
syria_udari,29.01.2018,924,W
syria_udari,05.02.2018,3158,W
syria_udari,12.02.2018,9970,W
syria_udari,19.02.2018,2509,W
syria_udari,26.02.2018,3116,W
syria_udari,05.03.2018,1028,W
syria_udari,12.03.2018,5664,W
syria_udari,19.03.2018,3293,W
syria_udari,26.03.2018,1530,W
syria_udari,02.04.2018,1126,W
syria_udari,09.04.2018,473709,W
syria_udari,16.04.2018,63240,W
syria_udari,23.04.2018,9519,W
syria_udari,30.04.2018,11722,W
syria_udari,07.05.2018,8470,W
syria_udari,14.05.2018,2895,W
syria_udari,21.05.2018,2725,W
syria_udari,28.05.2018,1655,W
syria_udari,04.06.2018,1291,W
syria_udari,11.06.2018,1239,W
syria_udari,18.06.2018,1254,W
syria_udari,25.06.2018,1065,W
syria_udari,02.07.2018,856,W
syria_udari,09.07.2018,1088,W
syria_udari,16.07.2018,956,W
syria_udari,23.07.2018,677,W
syria_udari,30.07.2018,466,W
syria_udari,06.08.2018,613,W
syria_udari,13.08.2018,556,W
syria_udari,20.08.2018,2019,W
syria_udari,27.08.2018,3938,W
syria_udari,03.09.2018,4433,W
syria_udari,10.09.2018,5876,W
syria_udari,17.09.2018,3404,W
syria_udari,24.09.2018,1478,W
syria_udari,01.10.2018,2504,W
syria_udari,08.10.2018,1747,W
syria_udari,15.10.2018,1360,W
syria_udari,22.10.2018,881,W
syria_udari,29.10.2018,1032,W
telegram_blokirovka,01.01.2018,64,a
telegram_blokirovka,08.01.2018,76,P
telegram_blokirovka,15.01.2018,68,P
telegram_blokirovka,22.01.2018,86,P
telegram_blokirovka,29.01.2018,81,P
telegram_blokirovka,05.02.2018,65,P
telegram_blokirovka,12.02.2018,61,P
telegram_blokirovka,19.02.2018,64,P
telegram_blokirovka,26.02.2018,65,P
telegram_blokirovka,05.03.2018,75,P
telegram_blokirovka,12.03.2018,71,P
telegram_blokirovka,19.03.2018,992,P
telegram_blokirovka,26.03.2018,1091,P
telegram_blokirovka,02.04.2018,2543,P
telegram_blokirovka,09.04.2018,16206,P
telegram_blokirovka,16.04.2018,29079,P
telegram_blokirovka,23.04.2018,16623,P
telegram_blokirovka,30.04.2018,6014,P
telegram_blokirovka,07.05.2018,2977,P
telegram_blokirovka,14.05.2018,3025,P
telegram_blokirovka,21.05.2018,2279,P
telegram_blokirovka,28.05.2018,2827,P
telegram_blokirovka,04.06.2018,2015,P
telegram_blokirovka,11.06.2018,1414,P
telegram_blokirovka,18.06.2018,1197,P
telegram_blokirovka,25.06.2018,1077,P
telegram_blokirovka,02.07.2018,971,P
