event,week,queries,main_topic,peak_week,peak_year,week_t,baseline,peak,queries_norm
BLM,5/4/2020,59,P,6/1/2020,2020,-4,"2251,5",61752,"0,0009554346418"
BLM,5/11/2020,61,P,6/1/2020,2020,-3,"2251,5",61752,"0,0009878222568"
BLM,5/18/2020,497,P,6/1/2020,2020,-2,"2251,5",61752,"0,008048322322"
BLM,5/25/2020,8389,P,6/1/2020,2020,-1,"2251,5",61752,"0,135849851"
BLM,6/1/2020,61752,P,6/1/2020,2020,0,"2251,5",61752,1
BLM,6/8/2020,33325,P,6/1/2020,2020,1,"2251,5",61752,"0,5396586345"
BLM,6/15/2020,31025,P,6/1/2020,2020,2,"2251,5",61752,"0,5024128773"
BLM,6/22/2020,21856,P,6/1/2020,2020,3,"2251,5",61752,"0,3539318565"
BLM,6/29/2020,23696,P,6/1/2020,2020,4,"2251,5",61752,"0,3837284622"
BLM,7/6/2020,19828,P,6/1/2020,2020,5,"2251,5",61752,"0,3210908149"
BLM,7/13/2020,17699,P,6/1/2020,2020,6,"2251,5",61752,"0,2866141987"
BLM,7/20/2020,12886,P,6/1/2020,2020,7,"2251,5",61752,"0,2086734033"
BLM,7/27/2020,9419,P,6/1/2020,2020,8,"2251,5",61752,"0,1525294727"
BLM,8/3/2020,8642,P,6/1/2020,2020,9,"2251,5",61752,"0,1399468843"
BLM,8/10/2020,6542,P,6/1/2020,2020,10,"2251,5",61752,"0,1059398886"
BLM,8/17/2020,5388,P,6/1/2020,2020,11,"2251,5",61752,"0,08725223475"
BLM,8/24/2020,5885,P,6/1/2020,2020,12,"2251,5",61752,"0,09530055707"
CES 2020,12/9/2019,3166,T,1/6/2020,2020,-4,"4145,5",29344,"0,1078925845"
CES 2020,12/16/2019,3447,T,1/6/2020,2020,-3,"4145,5",29344,"0,1174686478"
CES 2020,12/23/2019,3287,T,1/6/2020,2020,-2,"4145,5",29344,"0,1120160851"
CES 2020,12/30/2019,6682,T,1/6/2020,2020,-1,"4145,5",29344,"0,2277126499"
CES 2020,1/6/2020,29344,T,1/6/2020,2020,0,"4145,5",29344,1
CES 2020,1/13/2020,9150,T,1/6/2020,2020,1,"4145,5",29344,"0,3118184297"
CES 2020,1/20/2020,12245,T,1/6/2020,2020,2,"4145,5",29344,"0,4172914395"
CES 2020,1/27/2020,6054,T,1/6/2020,2020,3,"4145,5",29344,"0,2063113413"
CES 2020,2/3/2020,5676,T,1/6/2020,2020,4,"4145,5",29344,"0,1934296619"
CES 2020,2/10/2020,5252,T,1/6/2020,2020,5,"4145,5",29344,"0,1789803708"
CES 2020,2/17/2020,5944,T,1/6/2020,2020,6,"4145,5",29344,"0,2025627045"
CES 2020,2/24/2020,4292,T,1/6/2020,2020,7,"4145,5",29344,"0,1462649945"
CES 2020,3/2/2020,3820,T,1/6/2020,2020,8,"4145,5",29344,"0,1301799346"
CES 2020,3/9/2020,3711,T,1/6/2020,2020,9,"4145,5",29344,"0,1264653762"
CES 2020,3/16/2020,3897,T,1/6/2020,2020,10,"4145,5",29344,"0,1328039804"
CES 2020,3/23/2020,2712,T,1/6/2020,2020,11,"4145,5",29344,"0,09242093784"
CES 2020,3/30/2020,2598,T,1/6/2020,2020,12,"4145,5",29344,"0,08853598691"
E3 2018,5/14/2018,6078,T,6/11/2018,2018,-4,"20150,75",79245,"0,07669884535"
E3 2018,5/21/2018,6030,T,6/11/2018,2018,-3,"20150,75",79245,"0,0760931289"
E3 2018,5/28/2018,12185,T,6/11/2018,2018,-2,"20150,75",79245,"0,1537636444"
E3 2018,6/4/2018,56310,T,6/11/2018,2018,-1,"20150,75",79245,"0,7105811092"
E3 2018,6/11/2018,79245,T,6/11/2018,2018,0,"20150,75",79245,1
E3 2018,6/18/2018,7777,T,6/11/2018,2018,1,"20150,75",79245,"0,09813868383"
E3 2018,6/25/2018,3359,T,6/11/2018,2018,2,"20150,75",79245,"0,04238753234"
E3 2018,7/2/2018,2447,T,6/11/2018,2018,3,"20150,75",79245,"0,03087891981"
E3 2018,7/9/2018,1909,T,6/11/2018,2018,4,"20150,75",79245,"0,02408984794"
E3 2018,7/16/2018,1557,T,6/11/2018,2018,5,"20150,75",79245,"0,01964792731"
E3 2018,7/23/2018,1355,T,6/11/2018,2018,6,"20150,75",79245,"0,01709887059"
E3 2018,7/30/2018,1227,T,6/11/2018,2018,7,"20150,75",79245,"0,01548362673"
E3 2018,8/6/2018,1190,T,6/11/2018,2018,8,"20150,75",79245,"0,0150167203"
E3 2018,8/13/2018,1145,T,6/11/2018,2018,9,"20150,75",79245,"0,01444886113"
E3 2018,8/20/2018,1127,T,6/11/2018,2018,10,"20150,75",79245,"0,01422171746"
E3 2018,8/27/2018,881,T,6/11/2018,2018,11,"20150,75",79245,"0,01111742066"
E3 2018,9/3/2018,824,T,6/11/2018,2018,12,"20150,75",79245,"0,01039813237"
Gamescom 2019,7/22/2019,1014,T,8/19/2019,2019,-4,"3436,25",32982,"0,0307440422"
Gamescom 2019,7/29/2019,1461,T,8/19/2019,2019,-3,"3436,25",32982,"0,04429688921"
Gamescom 2019,8/5/2019,2686,T,8/19/2019,2019,-2,"3436,25",32982,"0,08143836032"
Gamescom 2019,8/12/2019,8584,T,8/19/2019,2019,-1,"3436,25",32982,"0,2602631739"
Gamescom 2019,8/19/2019,32982,T,8/19/2019,2019,0,"3436,25",32982,1
Gamescom 2019,8/26/2019,2756,T,8/19/2019,2019,1,"3436,25",32982,"0,0835607301"
Gamescom 2019,9/2/2019,628,T,8/19/2019,2019,2,"3436,25",32982,"0,01904068886"
Gamescom 2019,9/9/2019,369,T,8/19/2019,2019,3,"3436,25",32982,"0,01118792068"
Gamescom 2019,9/16/2019,270,T,8/19/2019,2019,4,"3436,25",32982,"0,008186283427"
Gamescom 2019,9/23/2019,262,T,8/19/2019,2019,5,"3436,25",32982,"0,007943726881"
Gamescom 2019,9/30/2019,346,T,8/19/2019,2019,6,"3436,25",32982,"0,01049057061"
Gamescom 2019,10/7/2019,277,T,8/19/2019,2019,7,"3436,25",32982,"0,008398520405"
Gamescom 2019,10/14/2019,129,T,8/19/2019,2019,8,"3436,25",32982,"0,003911224304"
Gamescom 2019,10/21/2019,112,T,8/19/2019,2019,9,"3436,25",32982,"0,003395791644"
Gamescom 2019,10/28/2019,134,T,8/19/2019,2019,10,"3436,25",32982,"0,004062822145"
Gamescom 2019,11/4/2019,108,T,8/19/2019,2019,11,"3436,25",32982,"0,003274513371"
Gamescom 2019,11/11/2019,119,T,8/19/2019,2019,12,"3436,25",32982,"0,003608028622"
IPhone 14,8/8/2022,34130,T,9/5/2022,2022,-4,"50293,75",496399,"0,06875517477"
IPhone 14,8/15/2022,44770,T,9/5/2022,2022,-3,"50293,75",496399,"0,0901895451"
IPhone 14,8/22/2022,48067,T,9/5/2022,2022,-2,"50293,75",496399,"0,0968313796"
IPhone 14,8/29/2022,74208,T,9/5/2022,2022,-1,"50293,75",496399,"0,149492646"
IPhone 14,9/5/2022,496399,T,9/5/2022,2022,0,"50293,75",496399,1
IPhone 14,9/12/2022,355040,T,9/5/2022,2022,1,"50293,75",496399,"0,7152310943"
IPhone 14,9/19/2022,254138,T,9/5/2022,2022,2,"50293,75",496399,"0,5119631587"
IPhone 14,9/26/2022,195838,T,9/5/2022,2022,3,"50293,75",496399,"0,3945173137"
IPhone 14,10/3/2022,205603,T,9/5/2022,2022,4,"50293,75",496399,"0,4141889891"
IPhone 14,10/10/2022,190279,T,9/5/2022,2022,5,"50293,75",496399,"0,383318661"
IPhone 14,10/17/2022,196887,T,9/5/2022,2022,6,"50293,75",496399,"0,3966305331"
IPhone 14,10/24/2022,217423,T,9/5/2022,2022,7,"50293,75",496399,"0,4380004795"
IPhone 14,10/31/2022,228543,T,9/5/2022,2022,8,"50293,75",496399,"0,4604018139"
IPhone 14,11/7/2022,206574,T,9/5/2022,2022,9,"50293,75",496399,"0,4161450768"
IPhone 14,11/14/2022,225857,T,9/5/2022,2022,10,"50293,75",496399,"0,4549908441"
IPhone 14,11/21/2022,232353,T,9/5/2022,2022,11,"50293,75",496399,"0,4680770912"
IPhone 14,11/28/2022,234081,T,9/5/2022,2022,12,"50293,75",496399,"0,4715581619"
IPhone 15,8/14/2023,39442,T,9/11/2023,2023,-4,64869,536692,"0,0734909408"
IPhone 15,8/21/2023,50360,T,9/11/2023,2023,-3,64869,536692,"0,09383407988"
IPhone 15,8/28/2023,73605,T,9/11/2023,2023,-2,64869,536692,"0,1371457"
IPhone 15,9/4/2023,96069,T,9/11/2023,2023,-1,64869,536692,"0,1790021092"
IPhone 15,9/11/2023,536692,T,9/11/2023,2023,0,64869,536692,1
IPhone 15,9/18/2023,279777,T,9/11/2023,2023,1,64869,536692,"0,5212989946"
IPhone 15,9/25/2023,220608,T,9/11/2023,2023,2,64869,536692,"0,4110514038"
IPhone 15,10/2/2023,163105,T,9/11/2023,2023,3,64869,536692,"0,3039080143"
IPhone 15,10/9/2023,145328,T,9/11/2023,2023,4,64869,536692,"0,2707847331"
IPhone 15,10/16/2023,157594,T,9/11/2023,2023,5,64869,536692,"0,2936395549"
IPhone 15,10/23/2023,172824,T,9/11/2023,2023,6,64869,536692,"0,3220170973"
IPhone 15,10/30/2023,165300,T,9/11/2023,2023,7,64869,536692,"0,3079978833"
IPhone 15,11/6/2023,173874,T,9/11/2023,2023,8,64869,536692,"0,3239735267"
IPhone 15,11/13/2023,182401,T,9/11/2023,2023,9,64869,536692,"0,3398615966"
IPhone 15,11/20/2023,212388,T,9/11/2023,2023,10,64869,536692,"0,3957353566"
IPhone 15,11/27/2023,212360,T,9/11/2023,2023,11,64869,536692,"0,3956831851"
IPhone 15,12/4/2023,220710,T,9/11/2023,2023,12,64869,536692,"0,4112414569"
IPhone 16,8/12/2024,34585,T,9/9/2024,2024,-4,55654,434536,"0,07959064381"
IPhone 16,8/19/2024,45019,T,9/9/2024,2024,-3,55654,434536,"0,1036024633"
IPhone 16,8/26/2024,55073,T,9/9/2024,2024,-2,55654,434536,"0,1267397868"
IPhone 16,9/2/2024,87939,T,9/9/2024,2024,-1,55654,434536,"0,2023744868"
IPhone 16,9/9/2024,434536,T,9/9/2024,2024,0,55654,434536,1
IPhone 16,9/16/2024,216011,T,9/9/2024,2024,1,55654,434536,"0,4971072592"
IPhone 16,9/23/2024,171113,T,9/9/2024,2024,2,55654,434536,"0,3937832539"
IPhone 16,9/30/2024,155155,T,9/9/2024,2024,3,55654,434536,"0,3570590239"
IPhone 16,10/7/2024,135512,T,9/9/2024,2024,4,55654,434536,"0,3118544839"
IPhone 16,10/14/2024,116136,T,9/9/2024,2024,5,55654,434536,"0,2672643924"
IPhone 16,10/21/2024,126363,T,9/9/2024,2024,6,55654,434536,"0,2907998417"
IPhone 16,10/28/2024,135358,T,9/9/2024,2024,7,55654,434536,"0,3115000828"
IPhone 16,11/4/2024,139424,T,9/9/2024,2024,8,55654,434536,"0,3208571902"
IPhone 16,11/11/2024,161072,T,9/9/2024,2024,9,55654,434536,"0,3706758473"
IPhone 16,11/18/2024,138435,T,9/9/2024,2024,10,55654,434536,"0,3185811993"
IPhone 16,11/25/2024,149293,T,9/9/2024,2024,11,55654,434536,"0,3435687722"
IPhone 16,12/2/2024,132693,T,9/9/2024,2024,12,55654,434536,"0,3053671042"
IPhone 17,8/11/2025,47603,T,9/8/2025,2025,-4,75405,597405,"0,07968296214"
IPhone 17,8/18/2025,67383,T,9/8/2025,2025,-3,75405,597405,"0,112792829"
IPhone 17,8/25/2025,77992,T,9/8/2025,2025,-2,75405,597405,"0,130551301"
IPhone 17,9/1/2025,108642,T,9/8/2025,2025,-1,75405,597405,"0,1818565295"
IPhone 17,9/8/2025,597405,T,9/8/2025,2025,0,75405,597405,1
IPhone 17,9/15/2025,321466,T,9/8/2025,2025,1,75405,597405,"0,5381039663"
IPhone 17,9/22/2025,279472,T,9/8/2025,2025,2,75405,597405,"0,4678099447"
IPhone 17,9/29/2025,244060,T,9/8/2025,2025,3,75405,597405,"0,4085335744"
IPhone 17,10/6/2025,225637,T,9/8/2025,2025,4,75405,597405,"0,3776951984"
IPhone 17,10/13/2025,219392,T,9/8/2025,2025,5,75405,597405,"0,3672416535"
IPhone 17,10/20/2025,220185,T,9/8/2025,2025,6,75405,597405,"0,3685690612"
IPhone 17,10/27/2025,225684,T,9/8/2025,2025,7,75405,597405,"0,377773872"
IPhone 17,11/3/2025,219976,T,9/8/2025,2025,8,75405,597405,"0,3682192148"
IPhone 17,11/10/2025,224379,T,9/8/2025,2025,9,75405,597405,"0,3755894243"
IPhone 17,11/17/2025,220243,T,9/8/2025,2025,10,75405,597405,"0,3686661478"
IPhone 17,11/24/2025,232164,T,9/8/2025,2025,11,75405,597405,"0,3886207849"
IPhone 17,12/1/2025,227537,T,9/8/2025,2025,12,75405,597405,"0,3808756204"
Little Big UNO ,2/10/2020,318,C,3/9/2020,2020,-4,"23098,5",475950,"0,0006681374094"
Little Big UNO ,2/17/2020,244,C,3/9/2020,2020,-3,"23098,5",475950,"0,0005126588927"
Little Big UNO ,2/24/2020,344,C,3/9/2020,2020,-2,"23098,5",475950,"0,0007227649963"
Little Big UNO ,3/2/2020,91488,C,3/9/2020,2020,-1,"23098,5",475950,"0,192221872"
Little Big UNO ,3/9/2020,475950,C,3/9/2020,2020,0,"23098,5",475950,1
Little Big UNO ,3/16/2020,336695,C,3/9/2020,2020,1,"23098,5",475950,"0,7074167455"
Little Big UNO ,3/23/2020,75183,C,3/9/2020,2020,2,"23098,5",475950,"0,1579640719"
Little Big UNO ,3/30/2020,50978,C,3/9/2020,2020,3,"23098,5",475950,"0,1071078895"
Little Big UNO ,4/6/2020,37017,C,3/9/2020,2020,4,"23098,5",475950,"0,07777497636"
Little Big UNO ,4/13/2020,22867,C,3/9/2020,2020,5,"23098,5",475950,"0,04804496271"
Little Big UNO ,4/20/2020,14065,C,3/9/2020,2020,6,"23098,5",475950,"0,02955142347"
Little Big UNO ,4/27/2020,11241,C,3/9/2020,2020,7,"23098,5",475950,"0,0236180271"
Little Big UNO ,5/4/2020,10403,C,3/9/2020,2020,8,"23098,5",475950,"0,02185733796"
Little Big UNO ,5/11/2020,37682,C,3/9/2020,2020,9,"23098,5",475950,"0,07917218195"
Little Big UNO ,5/18/2020,27647,C,3/9/2020,2020,10,"23098,5",475950,"0,05808803446"
Little Big UNO ,5/25/2020,12239,C,3/9/2020,2020,11,"23098,5",475950,"0,02571488602"
Little Big UNO ,6/1/2020,9467,C,3/9/2020,2020,12,"23098,5",475950,"0,01989074483"
Met Gala 2018,4/9/2018,40,C,5/7/2018,2018,-4,"158,5",30097,"0,001329036117"
Met Gala 2018,4/16/2018,35,C,5/7/2018,2018,-3,"158,5",30097,"0,001162906602"
Met Gala 2018,4/23/2018,97,C,5/7/2018,2018,-2,"158,5",30097,"0,003222912583"
Met Gala 2018,4/30/2018,462,C,5/7/2018,2018,-1,"158,5",30097,"0,01535036715"
Met Gala 2018,5/7/2018,30097,C,5/7/2018,2018,0,"158,5",30097,1
Met Gala 2018,5/14/2018,4170,C,5/7/2018,2018,1,"158,5",30097,"0,1385520152"
Met Gala 2018,5/21/2018,1276,C,5/7/2018,2018,2,"158,5",30097,"0,04239625212"
Met Gala 2018,5/28/2018,1155,C,5/7/2018,2018,3,"158,5",30097,"0,03837591787"
Met Gala 2018,6/4/2018,608,C,5/7/2018,2018,4,"158,5",30097,"0,02020134897"
Met Gala 2018,6/11/2018,374,C,5/7/2018,2018,5,"158,5",30097,"0,01242648769"
Met Gala 2018,6/18/2018,445,C,5/7/2018,2018,6,"158,5",30097,"0,0147855268"
Met Gala 2018,6/25/2018,362,C,5/7/2018,2018,7,"158,5",30097,"0,01202777685"
Met Gala 2018,7/2/2018,255,C,5/7/2018,2018,8,"158,5",30097,"0,008472605243"
Met Gala 2018,7/9/2018,268,C,5/7/2018,2018,9,"158,5",30097,"0,008904541981"
Met Gala 2018,7/16/2018,209,C,5/7/2018,2018,10,"158,5",30097,"0,006944213709"
Met Gala 2018,7/23/2018,233,C,5/7/2018,2018,11,"158,5",30097,"0,007741635379"
Met Gala 2018,7/30/2018,285,C,5/7/2018,2018,12,"158,5",30097,"0,00946938233"
Samsung ui7,3/10/2025,11882,T,4/7/2025,2025,-4,"13307,75",52453,"0,2265266048"
Samsung ui7,3/17/2025,11956,T,4/7/2025,2025,-3,"13307,75",52453,"0,2279373916"
Samsung ui7,3/24/2025,12220,T,4/7/2025,2025,-2,"13307,75",52453,"0,2329704688"
Samsung ui7,3/31/2025,17173,T,4/7/2025,2025,-1,"13307,75",52453,"0,3273978609"
Samsung ui7,4/7/2025,52453,T,4/7/2025,2025,0,"13307,75",52453,1
Samsung ui7,4/14/2025,41074,T,4/7/2025,2025,1,"13307,75",52453,"0,7830629325"
Samsung ui7,4/21/2025,37678,T,4/7/2025,2025,2,"13307,75",52453,"0,7183192572"
Samsung ui7,4/28/2025,31049,T,4/7/2025,2025,3,"13307,75",52453,"0,5919394506"
Samsung ui7,5/5/2025,25587,T,4/7/2025,2025,4,"13307,75",52453,"0,487808133"
Samsung ui7,5/12/2025,25696,T,4/7/2025,2025,5,"13307,75",52453,"0,4898861838"
Samsung ui7,5/19/2025,23549,T,4/7/2025,2025,6,"13307,75",52453,"0,4489543019"
Samsung ui7,5/26/2025,17824,T,4/7/2025,2025,7,"13307,75",52453,"0,3398089718"
Samsung ui7,6/2/2025,14303,T,4/7/2025,2025,8,"13307,75",52453,"0,2726822107"
Samsung ui7,6/9/2025,15589,T,4/7/2025,2025,9,"13307,75",52453,"0,2971993976"
Samsung ui7,6/16/2025,11773,T,4/7/2025,2025,10,"13307,75",52453,"0,2244485539"
Samsung ui7,6/23/2025,7970,T,4/7/2025,2025,11,"13307,75",52453,"0,1519455513"
Samsung ui7,6/30/2025,7124,T,4/7/2025,2025,12,"13307,75",52453,"0,1358168265"
«Штурм зоны» 51,8/19/2019,5090,C,9/16/2019,2019,-4,"9698,25",350713,"0,01451329149"
«Штурм зоны» 51,8/26/2019,4821,C,9/16/2019,2019,-3,"9698,25",350713,"0,01374628257"
«Штурм зоны» 51,9/2/2019,11704,C,9/16/2019,2019,-2,"9698,25",350713,"0,03337201644"
«Штурм зоны» 51,9/9/2019,17178,C,9/16/2019,2019,-1,"9698,25",350713,"0,04898022029"
«Штурм зоны» 51,9/16/2019,350713,C,9/16/2019,2019,0,"9698,25",350713,1
«Штурм зоны» 51,9/23/2019,28631,C,9/16/2019,2019,1,"9698,25",350713,"0,08163655182"
«Штурм зоны» 51,9/30/2019,6598,C,9/16/2019,2019,2,"9698,25",350713,"0,01881310359"
«Штурм зоны» 51,10/7/2019,2947,C,9/16/2019,2019,3,"9698,25",350713,"0,008402882129"
«Штурм зоны» 51,10/14/2019,2720,C,9/16/2019,2019,4,"9698,25",350713,"0,007755629247"
«Штурм зоны» 51,10/21/2019,10070,C,9/16/2019,2019,5,"9698,25",350713,"0,02871293622"
«Штурм зоны» 51,10/28/2019,1802,C,9/16/2019,2019,6,"9698,25",350713,"0,005138104376"
«Штурм зоны» 51,11/4/2019,1454,C,9/16/2019,2019,7,"9698,25",350713,"0,004145840046"
«Штурм зоны» 51,11/11/2019,1186,C,9/16/2019,2019,8,"9698,25",350713,"0,003381682458"
«Штурм зоны» 51,11/18/2019,1487,C,9/16/2019,2019,9,"9698,25",350713,"0,004239934077"
Аварийная посадка A321 в поле,7/15/2019,0,DIS,8/12/2019,2019,-4,0,206810,0
Аварийная посадка A321 в поле,7/22/2019,0,DIS,8/12/2019,2019,-3,0,206810,0
Аварийная посадка A321 в поле,7/29/2019,0,DIS,8/12/2019,2019,-2,0,206810,0
Аварийная посадка A321 в поле,8/5/2019,0,DIS,8/12/2019,2019,-1,0,206810,0
Аварийная посадка A321 в поле,8/12/2019,206810,DIS,8/12/2019,2019,0,0,206810,1
Аварийная посадка A321 в поле,8/19/2019,48204,DIS,8/12/2019,2019,1,0,206810,"0,2330835066"
Аварийная посадка A321 в поле,8/26/2019,13592,DIS,8/12/2019,2019,2,0,206810,"0,06572216044"
Аварийная посадка A321 в поле,9/2/2019,7003,DIS,8/12/2019,2019,3,0,206810,"0,03386199894"
Аварийная посадка A321 в поле,9/9/2019,7592,DIS,8/12/2019,2019,4,0,206810,"0,03671002369"
Аварийная посадка A321 в поле,9/16/2019,5656,DIS,8/12/2019,2019,5,0,206810,"0,02734877424"
Аварийная посадка A321 в поле,9/23/2019,4997,DIS,8/12/2019,2019,6,0,206810,"0,02416227455"
Аварийная посадка A321 в поле,9/30/2019,3864,DIS,8/12/2019,2019,7,0,206810,"0,01868381606"
Аварийная посадка A321 в поле,10/7/2019,3569,DIS,8/12/2019,2019,8,0,206810,"0,01725738601"
Аварийная посадка A321 в поле,10/14/2019,3387,DIS,8/12/2019,2019,9,0,206810,"0,01637735119"
Аварийная посадка A321 в поле,10/21/2019,2595,DIS,8/12/2019,2019,10,0,206810,"0,01254774914"
Аварийная посадка A321 в поле,10/28/2019,2408,DIS,8/12/2019,2019,11,0,206810,"0,01164353755"
Аварийная посадка A321 в поле,11/4/2019,2048,DIS,8/12/2019,2019,12,0,206810,"0,009902809342"
Авария в Суэцком канале,2/22/2021,4968,DIS,3/22/2021,2021,-4,5493,809914,"0,006133984596"
Авария в Суэцком канале,3/1/2021,4961,DIS,3/22/2021,2021,-3,5493,809914,"0,006125341703"
Авария в Суэцком канале,3/8/2021,5762,DIS,3/22/2021,2021,-2,5493,809914,"0,007114335596"
Авария в Суэцком канале,3/15/2021,6281,DIS,3/22/2021,2021,-1,5493,809914,"0,007755144373"
Авария в Суэцком канале,3/22/2021,809914,DIS,3/22/2021,2021,0,5493,809914,1
Авария в Суэцком канале,3/29/2021,482295,DIS,3/22/2021,2021,1,5493,809914,"0,5954891507"
Авария в Суэцком канале,4/5/2021,65039,DIS,3/22/2021,2021,2,5493,809914,"0,08030358779"
Авария в Суэцком канале,4/12/2021,26717,DIS,3/22/2021,2021,3,5493,809914,"0,03298745299"
Авария в Суэцком канале,4/19/2021,16729,DIS,3/22/2021,2021,4,5493,809914,"0,02065527945"
Авария в Суэцком канале,4/26/2021,11946,DIS,3/22/2021,2021,5,5493,809914,"0,01474971417"
Авария в Суэцком канале,5/3/2021,10058,DIS,3/22/2021,2021,6,5493,809914,"0,01241860247"
Авария в Суэцком канале,5/10/2021,10793,DIS,3/22/2021,2021,7,5493,809914,"0,01332610623"
Авария в Суэцком канале,5/17/2021,9011,DIS,3/22/2021,2021,8,5493,809914,"0,01112587262"
Авария в Суэцком канале,5/24/2021,9204,DIS,3/22/2021,2021,9,5493,809914,"0,01136416953"
Авария в Суэцком канале,5/31/2021,7570,DIS,3/22/2021,2021,10,5493,809914,"0,009346671375"
Авария в Суэцком канале,6/7/2021,6345,DIS,3/22/2021,2021,11,5493,809914,"0,007834165109"
Авария в Суэцком канале,6/14/2021,5736,DIS,3/22/2021,2021,12,5493,809914,"0,007082233422"
Александра Трусова на ЧЕ,11/23/2020,405,S,12/21/2020,2020,-4,"271,5",10080,"0,04017857143"
Александра Трусова на ЧЕ,11/30/2020,251,S,12/21/2020,2020,-3,"271,5",10080,"0,02490079365"
Александра Трусова на ЧЕ,12/7/2020,244,S,12/21/2020,2020,-2,"271,5",10080,"0,02420634921"
Александра Трусова на ЧЕ,12/14/2020,186,S,12/21/2020,2020,-1,"271,5",10080,"0,01845238095"
Александра Трусова на ЧЕ,12/21/2020,10080,S,12/21/2020,2020,0,"271,5",10080,1
Александра Трусова на ЧЕ,12/28/2020,5596,S,12/21/2020,2020,1,"271,5",10080,"0,5551587302"
Александра Трусова на ЧЕ,1/4/2021,893,S,12/21/2020,2020,2,"271,5",10080,"0,08859126984"
Александра Трусова на ЧЕ,1/11/2021,596,S,12/21/2020,2020,3,"271,5",10080,"0,05912698413"
Александра Трусова на ЧЕ,1/18/2021,388,S,12/21/2020,2020,4,"271,5",10080,"0,03849206349"
Александра Трусова на ЧЕ,1/25/2021,378,S,12/21/2020,2020,5,"271,5",10080,"0,0375"
Александра Трусова на ЧЕ,2/1/2021,424,S,12/21/2020,2020,6,"271,5",10080,"0,04206349206"
Александра Трусова на ЧЕ,2/8/2021,460,S,12/21/2020,2020,7,"271,5",10080,"0,04563492063"
Александра Трусова на ЧЕ,2/15/2021,717,S,12/21/2020,2020,8,"271,5",10080,"0,07113095238"
Александра Трусова на ЧЕ,2/22/2021,2573,S,12/21/2020,2020,9,"271,5",10080,"0,2552579365"
Алые Паруса в Санк-Петербурге 2019,5/20/2019,133695,C,6/17/2019,2019,-4,"133153,5",658559,"0,2030114234"
Алые Паруса в Санк-Петербурге 2019,5/27/2019,106536,C,6/17/2019,2019,-3,"133153,5",658559,"0,1617713827"
Алые Паруса в Санк-Петербурге 2019,6/3/2019,135907,C,6/17/2019,2019,-2,"133153,5",658559,"0,2063702721"
Алые Паруса в Санк-Петербурге 2019,6/10/2019,156476,C,6/17/2019,2019,-1,"133153,5",658559,"0,2376036164"
Алые Паруса в Санк-Петербурге 2019,6/17/2019,658559,C,6/17/2019,2019,0,"133153,5",658559,1
Алые Паруса в Санк-Петербурге 2019,6/24/2019,390529,C,6/17/2019,2019,1,"133153,5",658559,"0,5930053344"
Алые Паруса в Санк-Петербурге 2019,7/1/2019,89935,C,6/17/2019,2019,2,"133153,5",658559,"0,1365633148"
Алые Паруса в Санк-Петербурге 2019,7/8/2019,75430,C,6/17/2019,2019,3,"133153,5",658559,"0,1145379533"
Алые Паруса в Санк-Петербурге 2019,7/15/2019,72740,C,6/17/2019,2019,4,"133153,5",658559,"0,1104532775"
Алые Паруса в Санк-Петербурге 2019,7/22/2019,78280,C,6/17/2019,2019,5,"133153,5",658559,"0,1188655838"
Алые Паруса в Санк-Петербурге 2019,7/29/2019,69421,C,6/17/2019,2019,6,"133153,5",658559,"0,1054134861"
Алые Паруса в Санк-Петербурге 2019,8/5/2019,71097,C,6/17/2019,2019,7,"133153,5",658559,"0,1079584365"
Алые Паруса в Санк-Петербурге 2019,8/12/2019,68922,C,6/17/2019,2019,8,"133153,5",658559,"0,1046557712"
Алые Паруса в Санк-Петербурге 2019,8/19/2019,71296,C,6/17/2019,2019,9,"133153,5",658559,"0,1082606114"
Алые Паруса в Санк-Петербурге 2019,8/26/2019,72894,C,6/17/2019,2019,10,"133153,5",658559,"0,1106871214"
Алые Паруса в Санк-Петербурге 2019,9/2/2019,69113,C,6/17/2019,2019,11,"133153,5",658559,"0,1049457983"
Алые Паруса в Санк-Петербурге 2019,9/9/2019,55111,C,6/17/2019,2019,12,"133153,5",658559,"0,08368422571"
Альбом «Красота и Уродство» Oxxxymiron,10/4/2021,45181,C,11/1/2021,2021,-4,55702,501823,"0,09003373699"
Альбом «Красота и Уродство» Oxxxymiron,10/11/2021,43608,C,11/1/2021,2021,-3,55702,501823,"0,08689916564"
Альбом «Красота и Уродство» Oxxxymiron,10/18/2021,61196,C,11/1/2021,2021,-2,55702,501823,"0,1219473799"
Альбом «Красота и Уродство» Oxxxymiron,10/25/2021,72823,C,11/1/2021,2021,-1,55702,501823,"0,1451169038"
Альбом «Красота и Уродство» Oxxxymiron,11/1/2021,501823,C,11/1/2021,2021,0,55702,501823,1
Альбом «Красота и Уродство» Oxxxymiron,11/8/2021,356960,C,11/1/2021,2021,1,55702,501823,"0,7113265036"
Альбом «Красота и Уродство» Oxxxymiron,11/15/2021,225962,C,11/1/2021,2021,2,55702,501823,"0,4502822708"
Альбом «Красота и Уродство» Oxxxymiron,11/22/2021,179637,C,11/1/2021,2021,3,55702,501823,"0,3579688456"
Альбом «Красота и Уродство» Oxxxymiron,11/29/2021,476524,C,11/1/2021,2021,4,55702,501823,"0,9495858101"
