event,week,queries,main_topic
Речь Греты Тунберг,19.08.2019,1075,P
Речь Греты Тунберг,26.08.2019,1430,P
Речь Греты Тунберг,02.09.2019,833,P
Речь Греты Тунберг,09.09.2019,524,P
Речь Греты Тунберг,16.09.2019,2304,P
Речь Греты Тунберг,23.09.2019,165209,P
Речь Греты Тунберг,30.09.2019,162850,P
Речь Греты Тунберг,07.10.2019,70985,P
Речь Греты Тунберг,14.10.2019,38511,P
Речь Греты Тунберг,21.10.2019,30934,P
Речь Греты Тунберг,28.10.2019,22465,P
Речь Греты Тунберг,04.11.2019,43804,P
Речь Греты Тунберг,11.11.2019,37775,P
Речь Греты Тунберг,18.11.2019,25515,P
Речь Греты Тунберг,25.11.2019,36900,P
Речь Греты Тунберг,02.12.2019,53070,P
Речь Греты Тунберг,09.12.2019,95380,P
Речь Греты Тунберг,16.12.2019,118476,P
Речь Греты Тунберг,23.12.2019,127560,P
Речь Греты Тунберг,30.12.2019,60382,P
Речь Греты Тунберг,06.01.2020,55219,P
Речь Греты Тунберг,13.01.2020,29688,P
Речь Греты Тунберг,20.01.2020,61696,P
Речь Греты Тунберг,27.01.2020,49464,P
Аварийная посадка A321 в поле,17.12.2018,0,DIS
Аварийная посадка A321 в поле,24.12.2018,0,DIS
Аварийная посадка A321 в поле,31.12.2018,0,DIS
Аварийная посадка A321 в поле,07.01.2019,0,DIS
Аварийная посадка A321 в поле,14.01.2019,0,DIS
Аварийная посадка A321 в поле,21.01.2019,0,DIS
Аварийная посадка A321 в поле,28.01.2019,0,DIS
Аварийная посадка A321 в поле,04.02.2019,0,DIS
Аварийная посадка A321 в поле,11.02.2019,0,DIS
Аварийная посадка A321 в поле,18.02.2019,0,DIS
Аварийная посадка A321 в поле,25.02.2019,0,DIS
Аварийная посадка A321 в поле,04.03.2019,0,DIS
Аварийная посадка A321 в поле,11.03.2019,0,DIS
Аварийная посадка A321 в поле,18.03.2019,0,DIS
Аварийная посадка A321 в поле,25.03.2019,0,DIS
Аварийная посадка A321 в поле,01.04.2019,0,DIS
Аварийная посадка A321 в поле,08.04.2019,0,DIS
Аварийная посадка A321 в поле,15.04.2019,0,DIS
Аварийная посадка A321 в поле,22.04.2019,0,DIS
Аварийная посадка A321 в поле,29.04.2019,0,DIS
Аварийная посадка A321 в поле,06.05.2019,0,DIS
Аварийная посадка A321 в поле,13.05.2019,0,DIS
Аварийная посадка A321 в поле,20.05.2019,0,DIS
Аварийная посадка A321 в поле,27.05.2019,0,DIS
Аварийная посадка A321 в поле,03.06.2019,0,DIS
Аварийная посадка A321 в поле,10.06.2019,0,DIS
Аварийная посадка A321 в поле,17.06.2019,0,DIS
Аварийная посадка A321 в поле,24.06.2019,0,DIS
Аварийная посадка A321 в поле,01.07.2019,0,DIS
Аварийная посадка A321 в поле,08.07.2019,0,DIS
Аварийная посадка A321 в поле,15.07.2019,0,DIS
Аварийная посадка A321 в поле,22.07.2019,0,DIS
Аварийная посадка A321 в поле,29.07.2019,0,DIS
Аварийная посадка A321 в поле,05.08.2019,0,DIS
Аварийная посадка A321 в поле,12.08.2019,206810,DIS
Аварийная посадка A321 в поле,19.08.2019,48204,DIS
Аварийная посадка A321 в поле,26.08.2019,13592,DIS
Аварийная посадка A321 в поле,02.09.2019,7003,DIS
Аварийная посадка A321 в поле,09.09.2019,7592,DIS
Аварийная посадка A321 в поле,16.09.2019,5656,DIS
Аварийная посадка A321 в поле,23.09.2019,4997,DIS
Аварийная посадка A321 в поле,30.09.2019,3864,DIS
Аварийная посадка A321 в поле,07.10.2019,3569,DIS
Аварийная посадка A321 в поле,14.10.2019,3387,DIS
Аварийная посадка A321 в поле,21.10.2019,2595,DIS
Аварийная посадка A321 в поле,28.10.2019,2408,DIS
Аварийная посадка A321 в поле,04.11.2019,2048,DIS
Аварийная посадка A321 в поле,11.11.2019,2991,DIS
Аварийная посадка A321 в поле,18.11.2019,4082,DIS
Аварийная посадка A321 в поле,25.11.2019,2962,DIS
Аварийная посадка A321 в поле,02.12.2019,2678,DIS
Аварийная посадка A321 в поле,09.12.2019,2627,DIS
Аварийная посадка A321 в поле,16.12.2019,3029,DIS
Аварийная посадка A321 в поле,23.12.2019,9809,DIS
Аварийная посадка A321 в поле,30.12.2019,3189,DIS
Аварийная посадка A321 в поле,06.01.2020,9641,DIS
Аварийная посадка A321 в поле,13.01.2020,3417,DIS
Аварийная посадка A321 в поле,20.01.2020,3617,DIS
Аварийная посадка A321 в поле,27.01.2020,2391,DIS
Пожары в Австралии,28.10.2019,131,DIS
Пожары в Австралии,04.11.2019,592,DIS
Пожары в Австралии,11.11.2019,3296,DIS
Пожары в Австралии,18.11.2019,5030,DIS
Пожары в Австралии,25.11.2019,1390,DIS
Пожары в Австралии,02.12.2019,1128,DIS
Пожары в Австралии,09.12.2019,1330,DIS
Пожары в Австралии,16.12.2019,2519,DIS
Пожары в Австралии,23.12.2019,2184,DIS
Пожары в Австралии,30.12.2019,68901,DIS
Пожары в Австралии,06.01.2020,489431,DIS
Пожары в Австралии,13.01.2020,124380,DIS
Пожары в Австралии,20.01.2020,47820,DIS
Пожары в Австралии,27.01.2020,26364,DIS
Пожары в Австралии,03.02.2020,13196,DIS
Пожары в Австралии,10.02.2020,8571,DIS
Пожары в Австралии,17.02.2020,6486,DIS
Пожары в Австралии,24.02.2020,5894,DIS
Пожары в Австралии,02.03.2020,4142,DIS
Пожары в Австралии,09.03.2020,4791,DIS
Пожары в Австралии,16.03.2020,4378,DIS
Пожары в Австралии,23.03.2020,3995,DIS
Пожары в Австралии,30.03.2020,3350,DIS
Пожары в Австралии,06.04.2020,4223,DIS
Пожары в Австралии,13.04.2020,4071,DIS
Пожары в Австралии,20.04.2020,3112,DIS
Пожары в Австралии,27.04.2020,2403,DIS
Пожары в Австралии,04.05.2020,1522,DIS
Пожары в Австралии,11.05.2020,1624,DIS
Пожары в Австралии,18.05.2020,1648,DIS
Пожары в Австралии,25.05.2020,1243,DIS
Удары Израиля по Ираку (2019),28.10.2019,0,W
Удары Израиля по Ираку (2019),04.11.2019,0,W
Удары Израиля по Ираку (2019),11.11.2019,0,W
Удары Израиля по Ираку (2019),18.11.2019,0,W
Удары Израиля по Ираку (2019),25.11.2019,0,W
Удары Израиля по Ираку (2019),02.12.2019,0,W
Удары Израиля по Ираку (2019),09.12.2019,0,W
Удары Израиля по Ираку (2019),16.12.2019,0,W
Удары Израиля по Ираку (2019),23.12.2019,0,W
Удары Израиля по Ираку (2019),30.12.2019,6448,W
Удары Израиля по Ираку (2019),06.01.2020,20091,W
Удары Израиля по Ираку (2019),13.01.2020,2360,W
Удары Израиля по Ираку (2019),20.01.2020,408,W
Удары Израиля по Ираку (2019),27.01.2020,1476,W
Удары Израиля по Ираку (2019),03.02.2020,192,W
Удары Израиля по Ираку (2019),10.02.2020,270,W
Удары Израиля по Ираку (2019),17.02.2020,74,W
Удары Израиля по Ираку (2019),24.02.2020,64,W
Удары Израиля по Ираку (2019),02.03.2020,69,W
Удары Израиля по Ираку (2019),09.03.2020,545,W
Удары Израиля по Ираку (2019),16.03.2020,82,W
Удары Израиля по Ираку (2019),23.03.2020,69,W
Удары Израиля по Ираку (2019),30.03.2020,59,W
Удары Израиля по Ираку (2019),06.04.2020,178,W
Удары Израиля по Ираку (2019),13.04.2020,90,W
Удары Израиля по Ираку (2019),20.04.2020,138,W
Удары Израиля по Ираку (2019),27.04.2020,61,W
Удары Израиля по Ираку (2019),04.05.2020,53,W
Удары Израиля по Ираку (2019),11.05.2020,92,W
Удары Израиля по Ираку (2019),18.05.2020,107,W
Удары Израиля по Ираку (2019),25.05.2020,38,W
Убийство Сулеймани,28.10.2019,205,D
Убийство Сулеймани,04.11.2019,221,D
Убийство Сулеймани,11.11.2019,159,D
Убийство Сулеймани,18.11.2019,163,D
Убийство Сулеймани,25.11.2019,154,D
Убийство Сулеймани,02.12.2019,199,D
Убийство Сулеймани,09.12.2019,142,D
Убийство Сулеймани,16.12.2019,123,D
Убийство Сулеймани,23.12.2019,103,D
Убийство Сулеймани,30.12.2019,205587,D
Убийство Сулеймани,06.01.2020,277416,D
Убийство Сулеймани,13.01.2020,24983,D
Убийство Сулеймани,20.01.2020,6297,D
Убийство Сулеймани,27.01.2020,5866,D
Убийство Сулеймани,03.02.2020,3121,D
Убийство Сулеймани,10.02.2020,2640,D
Убийство Сулеймани,17.02.2020,1731,D
Убийство Сулеймани,24.02.2020,1543,D
Убийство Сулеймани,02.03.2020,1216,D
Убийство Сулеймани,09.03.2020,1500,D
Убийство Сулеймани,16.03.2020,1352,D
Убийство Сулеймани,23.03.2020,1100,D
Убийство Сулеймани,30.03.2020,1260,D
Убийство Сулеймани,06.04.2020,1104,D
Убийство Сулеймани,13.04.2020,1579,D
Убийство Сулеймани,20.04.2020,1201,D
Убийство Сулеймани,27.04.2020,995,D
Убийство Сулеймани,04.05.2020,956,D
Убийство Сулеймани,11.05.2020,818,D
Убийство Сулеймани,18.05.2020,796,D
Убийство Сулеймани,25.05.2020,679,D
Хоккей МЧМ Россия - Канада,28.10.2019,9192,S
Хоккей МЧМ Россия - Канада,04.11.2019,31331,S
Хоккей МЧМ Россия - Канада,11.11.2019,48368,S
Хоккей МЧМ Россия - Канада,18.11.2019,71055,S
Хоккей МЧМ Россия - Канада,25.11.2019,11257,S
Хоккей МЧМ Россия - Канада,02.12.2019,9972,S
Хоккей МЧМ Россия - Канада,09.12.2019,12172,S
Хоккей МЧМ Россия - Канада,16.12.2019,13932,S
Хоккей МЧМ Россия - Канада,23.12.2019,237944,S
Хоккей МЧМ Россия - Канада,30.12.2019,1319861,S
Хоккей МЧМ Россия - Канада,06.01.2020,651925,S
Хоккей МЧМ Россия - Канада,13.01.2020,39854,S
Хоккей МЧМ Россия - Канада,20.01.2020,24501,S
Хоккей МЧМ Россия - Канада,27.01.2020,13702,S
Хоккей МЧМ Россия - Канада,03.02.2020,14829,S
Хоккей МЧМ Россия - Канада,10.02.2020,11392,S
Хоккей МЧМ Россия - Канада,17.02.2020,16144,S
Хоккей МЧМ Россия - Канада,24.02.2020,11341,S
Хоккей МЧМ Россия - Канада,02.03.2020,9476,S
Хоккей МЧМ Россия - Канада,09.03.2020,11256,S
Хоккей МЧМ Россия - Канада,16.03.2020,11800,S
Хоккей МЧМ Россия - Канада,23.03.2020,11147,S
Хоккей МЧМ Россия - Канада,30.03.2020,13603,S
Хоккей МЧМ Россия - Канада,06.04.2020,25222,S
Хоккей МЧМ Россия - Канада,13.04.2020,26930,S
Хоккей МЧМ Россия - Канада,20.04.2020,29329,S
Хоккей МЧМ Россия - Канада,27.04.2020,21278,S
Хоккей МЧМ Россия - Канада,04.05.2020,16263,S
Хоккей МЧМ Россия - Канада,11.05.2020,21988,S
Хоккей МЧМ Россия - Канада,18.05.2020,24604,S
Хоккей МЧМ Россия - Канада,25.05.2020,16389,S
Фильм «Холоп»,28.10.2019,75095,C
Фильм «Холоп»,04.11.2019,70768,C
Фильм «Холоп»,11.11.2019,71104,C
Фильм «Холоп»,18.11.2019,89839,C
Фильм «Холоп»,25.11.2019,113301,C
Фильм «Холоп»,02.12.2019,131450,C
Фильм «Холоп»,09.12.2019,144889,C
Фильм «Холоп»,16.12.2019,229015,C
Фильм «Холоп»,23.12.2019,929562,C
Фильм «Холоп»,30.12.2019,2657295,C
Фильм «Холоп»,06.01.2020,2924046,C
Фильм «Холоп»,13.01.2020,1906160,C
Фильм «Холоп»,20.01.2020,2290261,C
Фильм «Холоп»,27.01.2020,1765743,C
Фильм «Холоп»,03.02.2020,1943972,C
Фильм «Холоп»,10.02.2020,1652783,C
Фильм «Холоп»,17.02.2020,1493593,C
Фильм «Холоп»,24.02.2020,2062824,C
Фильм «Холоп»,02.03.2020,1879378,C
Фильм «Холоп»,09.03.2020,1363115,C
Фильм «Холоп»,16.03.2020,1306940,C
Фильм «Холоп»,23.03.2020,1286036,C
Фильм «Холоп»,30.03.2020,1474574,C
Фильм «Холоп»,06.04.2020,755969,C
Фильм «Холоп»,13.04.2020,570093,C
Фильм «Холоп»,20.04.2020,539014,C
Фильм «Холоп»,27.04.2020,430758,C
Фильм «Холоп»,04.05.2020,288525,C
Фильм «Холоп»,11.05.2020,239746,C
Фильм «Холоп»,18.05.2020,253229,C
Фильм «Холоп»,25.05.2020,215041,C
Принц Гарри и Меган Маркл покинули королевскую семью,28.10.2019,24635,SC
Принц Гарри и Меган Маркл покинули королевскую семью,04.11.2019,29022,SC
Принц Гарри и Меган Маркл покинули королевскую семью,11.11.2019,26134,SC
Принц Гарри и Меган Маркл покинули королевскую семью,18.11.2019,24592,SC
Принц Гарри и Меган Маркл покинули королевскую семью,25.11.2019,32071,SC
Принц Гарри и Меган Маркл покинули королевскую семью,02.12.2019,24147,SC
Принц Гарри и Меган Маркл покинули королевскую семью,09.12.2019,21390,SC
Принц Гарри и Меган Маркл покинули королевскую семью,16.12.2019,21129,SC
Принц Гарри и Меган Маркл покинули королевскую семью,23.12.2019,24358,SC
Принц Гарри и Меган Маркл покинули королевскую семью,30.12.2019,18936,SC
Принц Гарри и Меган Маркл покинули королевскую семью,06.01.2020,116362,SC
Принц Гарри и Меган Маркл покинули королевскую семью,13.01.2020,161242,SC
Принц Гарри и Меган Маркл покинули королевскую семью,20.01.2020,100897,SC
Принц Гарри и Меган Маркл покинули королевскую семью,27.01.2020,62530,SC
Принц Гарри и Меган Маркл покинули королевскую семью,03.02.2020,44575,SC
Принц Гарри и Меган Маркл покинули королевскую семью,10.02.2020,31685,SC
Принц Гарри и Меган Маркл покинули королевскую семью,17.02.2020,34328,SC
Принц Гарри и Меган Маркл покинули королевскую семью,24.02.2020,37074,SC
Принц Гарри и Меган Маркл покинули королевскую семью,02.03.2020,44232,SC
Принц Гарри и Меган Маркл покинули королевскую семью,09.03.2020,55400,SC
Принц Гарри и Меган Маркл покинули королевскую семью,16.03.2020,26500,SC
Принц Гарри и Меган Маркл покинули королевскую семью,23.03.2020,28647,SC
Принц Гарри и Меган Маркл покинули королевскую семью,30.03.2020,35103,SC
Принц Гарри и Меган Маркл покинули королевскую семью,06.04.2020,28674,SC
Принц Гарри и Меган Маркл покинули королевскую семью,13.04.2020,26422,SC
Принц Гарри и Меган Маркл покинули королевскую семью,20.04.2020,28273,SC
Принц Гарри и Меган Маркл покинули королевскую семью,27.04.2020,27635,SC
Принц Гарри и Меган Маркл покинули королевскую семью,04.05.2020,32548,SC
Принц Гарри и Меган Маркл покинули королевскую семью,11.05.2020,21209,SC
Принц Гарри и Меган Маркл покинули королевскую семью,18.05.2020,23424,SC
Принц Гарри и Меган Маркл покинули королевскую семью,25.05.2020,21972,SC
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,28.10.2019,1804,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,04.11.2019,10799,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,11.11.2019,1781,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,18.11.2019,2161,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,25.11.2019,2359,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,02.12.2019,2453,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,09.12.2019,3127,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,16.12.2019,2737,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,23.12.2019,2769,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,30.12.2019,13373,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,06.01.2020,56496,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,13.01.2020,6066,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,20.01.2020,3357,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,27.01.2020,2600,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,03.02.2020,2624,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,10.02.2020,2149,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,17.02.2020,2262,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,24.02.2020,4156,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,02.03.2020,4128,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,09.03.2020,2676,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,16.03.2020,3000,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,23.03.2020,2475,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,30.03.2020,2358,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,06.04.2020,3841,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,13.04.2020,4221,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,20.04.2020,4906,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,27.04.2020,4666,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,04.05.2020,3242,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,11.05.2020,5335,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,18.05.2020,6260,P
Договор о всеобъемлющем стратегическом партнёрстве между Россией и Ираном,25.05.2020,3658,P
CES 2020,28.10.2019,2194,T
CES 2020,04.11.2019,2584,T
CES 2020,11.11.2019,2949,T
CES 2020,18.11.2019,3081,T
CES 2020,25.11.2019,3268,T
CES 2020,02.12.2019,3143,T
CES 2020,09.12.2019,3166,T
CES 2020,16.12.2019,3447,T
CES 2020,23.12.2019,3287,T
CES 2020,30.12.2019,6682,T
CES 2020,06.01.2020,29344,T
CES 2020,13.01.2020,9150,T
CES 2020,20.01.2020,12245,T
CES 2020,27.01.2020,6054,T
CES 2020,03.02.2020,5676,T
CES 2020,10.02.2020,5252,T
CES 2020,17.02.2020,5944,T
CES 2020,24.02.2020,4292,T
CES 2020,02.03.2020,3820,T
CES 2020,09.03.2020,3711,T
CES 2020,16.03.2020,3897,T
CES 2020,23.03.2020,2712,T
CES 2020,30.03.2020,2598,T
CES 2020,06.04.2020,3879,T
CES 2020,13.04.2020,4177,T
CES 2020,20.04.2020,4273,T
CES 2020,27.04.2020,3477,T
CES 2020,04.05.2020,2811,T
CES 2020,11.05.2020,3848,T
CES 2020,18.05.2020,4390,T
CES 2020,25.05.2020,3309,T
Встреча Меркель и Путина 2019,28.10.2019,1470,P
Встреча Меркель и Путина 2019,04.11.2019,1191,P
Встреча Меркель и Путина 2019,11.11.2019,1380,P
Встреча Меркель и Путина 2019,18.11.2019,1442,P
Встреча Меркель и Путина 2019,25.11.2019,1327,P
Встреча Меркель и Путина 2019,02.12.2019,1546,P
Встреча Меркель и Путина 2019,09.12.2019,7479,P
Встреча Меркель и Путина 2019,16.12.2019,3181,P
Встреча Меркель и Путина 2019,23.12.2019,1449,P
Встреча Меркель и Путина 2019,30.12.2019,2214,P
Встреча Меркель и Путина 2019,06.01.2020,9855,P
Встреча Меркель и Путина 2019,13.01.2020,5062,P
Встреча Меркель и Путина 2019,20.01.2020,3910,P
Встреча Меркель и Путина 2019,27.01.2020,2413,P
Встреча Меркель и Путина 2019,03.02.2020,1460,P
Встреча Меркель и Путина 2019,10.02.2020,1445,P
Встреча Меркель и Путина 2019,17.02.2020,1658,P
Встреча Меркель и Путина 2019,24.02.2020,1156,P
Встреча Меркель и Путина 2019,02.03.2020,1426,P
Встреча Меркель и Путина 2019,09.03.2020,1731,P
Встреча Меркель и Путина 2019,16.03.2020,1787,P
Встреча Меркель и Путина 2019,23.03.2020,1787,P
Встреча Меркель и Путина 2019,30.03.2020,1583,P
Встреча Меркель и Путина 2019,06.04.2020,1418,P
Встреча Меркель и Путина 2019,13.04.2020,1344,P
Встреча Меркель и Путина 2019,20.04.2020,1866,P
Встреча Меркель и Путина 2019,27.04.2020,1322,P
Встреча Меркель и Путина 2019,04.05.2020,2118,P
Встреча Меркель и Путина 2019,11.05.2020,1284,P
Встреча Меркель и Путина 2019,18.05.2020,4589,P
Встреча Меркель и Путина 2019,25.05.2020,4696,P
Расставание Давы и Бузовой,28.10.2019,29598,C
Расставание Давы и Бузовой,04.11.2019,20174,C
Расставание Давы и Бузовой,11.11.2019,43129,C
Расставание Давы и Бузовой,18.11.2019,39066,C
Расставание Давы и Бузовой,25.11.2019,30830,C
Расставание Давы и Бузовой,02.12.2019,27323,C
Расставание Давы и Бузовой,09.12.2019,32516,C
Расставание Давы и Бузовой,16.12.2019,53300,C
Расставание Давы и Бузовой,23.12.2019,216803,C
Расставание Давы и Бузовой,30.12.2019,305488,C
Расставание Давы и Бузовой,06.01.2020,118099,C
Расставание Давы и Бузовой,13.01.2020,121631,C
Расставание Давы и Бузовой,20.01.2020,84862,C
Расставание Давы и Бузовой,27.01.2020,58128,C
Расставание Давы и Бузовой,03.02.2020,36391,C
Расставание Давы и Бузовой,10.02.2020,28465,C
Расставание Давы и Бузовой,17.02.2020,27144,C
Расставание Давы и Бузовой,24.02.2020,22808,C
Расставание Давы и Бузовой,02.03.2020,31386,C
Расставание Давы и Бузовой,09.03.2020,27063,C
Расставание Давы и Бузовой,16.03.2020,26701,C
Расставание Давы и Бузовой,23.03.2020,31960,C
Расставание Давы и Бузовой,30.03.2020,34161,C
Расставание Давы и Бузовой,06.04.2020,29996,C
Расставание Давы и Бузовой,13.04.2020,28424,C
Расставание Давы и Бузовой,20.04.2020,24903,C
Расставание Давы и Бузовой,27.04.2020,17838,C
Расставание Давы и Бузовой,04.05.2020,18248,C
Расставание Давы и Бузовой,11.05.2020,19746,C
Расставание Давы и Бузовой,18.05.2020,24511,C
Расставание Давы и Бузовой,25.05.2020,32217,C
Отставка правительства РФ,28.10.2019,41412,P
Отставка правительства РФ,04.11.2019,43944,P
Отставка правительства РФ,11.11.2019,43863,P
Отставка правительства РФ,18.11.2019,43339,P
Отставка правительства РФ,25.11.2019,46619,P
Отставка правительства РФ,02.12.2019,46129,P
Отставка правительства РФ,09.12.2019,81507,P
Отставка правительства РФ,16.12.2019,50597,P
Отставка правительства РФ,23.12.2019,37822,P
Отставка правительства РФ,30.12.2019,23758,P
Отставка правительства РФ,06.01.2020,34478,P
Отставка правительства РФ,13.01.2020,1950214,P
Отставка правительства РФ,20.01.2020,266601,P
Отставка правительства РФ,27.01.2020,119317,P
Отставка правительства РФ,03.02.2020,69251,P
Отставка правительства РФ,10.02.2020,99372,P
Отставка правительства РФ,17.02.2020,78719,P
Отставка правительства РФ,24.02.2020,69896,P
Отставка правительства РФ,02.03.2020,50834,P
Отставка правительства РФ,09.03.2020,55515,P
Отставка правительства РФ,16.03.2020,79754,P
Отставка правительства РФ,23.03.2020,51891,P
Отставка правительства РФ,30.03.2020,160604,P
Отставка правительства РФ,06.04.2020,86985,P
Отставка правительства РФ,13.04.2020,98505,P
Отставка правительства РФ,20.04.2020,95320,P
Отставка правительства РФ,27.04.2020,102382,P
Отставка правительства РФ,04.05.2020,83732,P
Отставка правительства РФ,11.05.2020,78911,P
Отставка правительства РФ,18.05.2020,82964,P
Отставка правительства РФ,25.05.2020,81586,P
Назначение Мишустина Премьером,28.10.2019,3736,P
Назначение Мишустина Премьером,04.11.2019,4372,P
Назначение Мишустина Премьером,11.11.2019,5224,P
Назначение Мишустина Премьером,18.11.2019,8601,P
Назначение Мишустина Премьером,25.11.2019,7165,P
Назначение Мишустина Премьером,02.12.2019,5540,P
Назначение Мишустина Премьером,09.12.2019,5366,P
Назначение Мишустина Премьером,16.12.2019,4792,P
Назначение Мишустина Премьером,23.12.2019,3819,P
Назначение Мишустина Премьером,30.12.2019,2051,P
Назначение Мишустина Премьером,06.01.2020,3203,P
Назначение Мишустина Премьером,13.01.2020,2392554,P
Назначение Мишустина Премьером,20.01.2020,568147,P
Назначение Мишустина Премьером,27.01.2020,294147,P
Назначение Мишустина Премьером,03.02.2020,150669,P
Назначение Мишустина Премьером,10.02.2020,134044,P
Назначение Мишустина Премьером,17.02.2020,117480,P
Назначение Мишустина Премьером,24.02.2020,114459,P
Назначение Мишустина Премьером,02.03.2020,69461,P
Назначение Мишустина Премьером,09.03.2020,93172,P
Назначение Мишустина Премьером,16.03.2020,147471,P
Назначение Мишустина Премьером,23.03.2020,210106,P
Назначение Мишустина Премьером,30.03.2020,242561,P
Назначение Мишустина Премьером,06.04.2020,233062,P
Назначение Мишустина Премьером,13.04.2020,122801,P
Назначение Мишустина Премьером,20.04.2020,132321,P
Назначение Мишустина Премьером,27.04.2020,979148,P
Назначение Мишустина Премьером,04.05.2020,222388,P
Назначение Мишустина Премьером,11.05.2020,130967,P
Назначение Мишустина Премьером,18.05.2020,145990,P
Назначение Мишустина Премьером,25.05.2020,95639,P
Смерть Кобе Брайанта,28.10.2019,1767,D
Смерть Кобе Брайанта,04.11.2019,1731,D
Смерть Кобе Брайанта,11.11.2019,1662,D
Смерть Кобе Брайанта,18.11.2019,2546,D
Смерть Кобе Брайанта,25.11.2019,1873,D
Смерть Кобе Брайанта,02.12.2019,1675,D
Смерть Кобе Брайанта,09.12.2019,1583,D
Смерть Кобе Брайанта,16.12.2019,1824,D
Смерть Кобе Брайанта,23.12.2019,1696,D
Смерть Кобе Брайанта,30.12.2019,1871,D
Смерть Кобе Брайанта,06.01.2020,1850,D
Смерть Кобе Брайанта,13.01.2020,1606,D
Смерть Кобе Брайанта,20.01.2020,160819,D
Смерть Кобе Брайанта,27.01.2020,965826,D
Смерть Кобе Брайанта,03.02.2020,69526,D
Смерть Кобе Брайанта,10.02.2020,32070,D
Смерть Кобе Брайанта,17.02.2020,21938,D
Смерть Кобе Брайанта,24.02.2020,48721,D
Смерть Кобе Брайанта,02.03.2020,13914,D
Смерть Кобе Брайанта,09.03.2020,9442,D
Смерть Кобе Брайанта,16.03.2020,9326,D
Смерть Кобе Брайанта,23.03.2020,7654,D
Смерть Кобе Брайанта,30.03.2020,8556,D
Смерть Кобе Брайанта,06.04.2020,9660,D
Смерть Кобе Брайанта,13.04.2020,9617,D
Смерть Кобе Брайанта,20.04.2020,8546,D
Смерть Кобе Брайанта,27.04.2020,8112,D
Смерть Кобе Брайанта,04.05.2020,8090,D
Смерть Кобе Брайанта,11.05.2020,7180,D
Смерть Кобе Брайанта,18.05.2020,8454,D
Смерть Кобе Брайанта,25.05.2020,7367,D
Коронавирус (Covid-19),30.12.2019,2423,DIS
Коронавирус (Covid-19),06.01.2020,14729,DIS
Коронавирус (Covid-19),13.01.2020,20337,DIS
Коронавирус (Covid-19),20.01.2020,2595848,DIS
Коронавирус (Covid-19),27.01.2020,7211390,DIS
Коронавирус (Covid-19),03.02.2020,4411783,DIS
Коронавирус (Covid-19),10.02.2020,2431328,DIS
Коронавирус (Covid-19),17.02.2020,1986491,DIS
Коронавирус (Covid-19),24.02.2020,5875832,DIS
Коронавирус (Covid-19),02.03.2020,7611372,DIS
Коронавирус (Covid-19),09.03.2020,21506898,DIS
Коронавирус (Covid-19),16.03.2020,57287788,DIS
Коронавирус (Covid-19),23.03.2020,56479332,DIS
Коронавирус (Covid-19),30.03.2020,52974666,DIS
Коронавирус (Covid-19),06.04.2020,31220070,DIS
Коронавирус (Covid-19),13.04.2020,35425952,DIS
Коронавирус (Covid-19),20.04.2020,52240808,DIS
Коронавирус (Covid-19),27.04.2020,42635154,DIS
Коронавирус (Covid-19),04.05.2020,35113059,DIS
Коронавирус (Covid-19),11.05.2020,29439181,DIS
Коронавирус (Covid-19),18.05.2020,24258453,DIS
Коронавирус (Covid-19),25.05.2020,21302831,DIS
Коронавирус (Covid-19),01.06.2020,17378518,DIS
